!!SBtab TableID="ParameterData" TableType="Quantity" Version="0.1" Level="1.0"  TableName="Jiang Data"									
!QuantityType	!Reaction:SBML:reaction:id	!Compound:SBML:species:id	!Mean	!Std	!Unit	!Organism	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound	!Reference
Michaelis constant	v38	DHAP	0.5	nan	mM	Drosophila melanogaster	R00842	C00111	Brenda
Michaelis constant	v38	NAD	0.4	nan	mM	Drosophila melanogaster	R00842	C00003	Brenda
Michaelis constant	v38	DHAP	0	nan	mM	Chlamydomonas reinhardtii	R00842	C00111	Brenda
Michaelis constant	v38	NADH_cyt	0	nan	mM	Chlamydomonas reinhardtii	R00842	C00004	Brenda
Michaelis constant	v38	DHAP	0	nan	mM	Homo sapiens	R00842	C00111	Brenda
Michaelis constant	v38	NAD	0	nan	mM	Homo sapiens	R00842	C00003	Brenda
Michaelis constant	v38	NADH_cyt	0	nan	mM	Homo sapiens	R00842	C00004	Brenda
Michaelis constant	v38	NAD	0	nan	mM	Rattus norvegicus	R00842	C00003	Brenda
Michaelis constant	v38	DHAP	0.2	nan	mM	Rattus norvegicus	R00842	C00111	Brenda
Michaelis constant	v38	NADH_cyt	0	nan	mM	Rattus norvegicus	R00842	C00004	Brenda
Michaelis constant	v38	NADH_cyt	0	nan	mM	Saccharomyces cerevisiae	R00842	C00004	Brenda
Michaelis constant	v38	DHAP	0.5	nan	mM	Saccharomyces cerevisiae	R00842	C00111	Brenda
Michaelis constant	v38	G3P	34	nan	mM	Saccharomyces cerevisiae	R00842	C00093	Brenda
concentration	nan	Glu_cyt	17.4	nan	mM	Escherichia coli	nan	C00025	nan
concentration	nan	Glu_cyt	1.2	nan	mM	Dictyostelium discoideum	nan	C00025	nan
concentration	nan	Glu_cyt	3.5	nan	mM	Rattus sp.	nan	C00025	nan
concentration	nan	Glu_cyt	2.1	nan	mM	Rattus sp.	nan	C00025	nan
concentration	nan	Glu_cyt	331	298	mM	nan	nan	C00025	nan
concentration	nan	Glu_cyt	25	10	mM	Saccharomyces cerevisiae	nan	C00025	nan
concentration	nan	Glu_cyt	5.3	0.8	mM	Rattus sp.	nan	C00025	nan
standard chemical potential	nan	Glu_cyt	-372.9	nan	kJ/mol	nan	nan	C00025	Alberty
concentration	nan	Acetyl_CoA_cyt	0.4	nan	mM	Escherichia coli	nan	C00024	nan
concentration	nan	Acetyl_CoA_cyt	0	nan	mM	Dictyostelium discoideum	nan	C00024	nan
concentration	nan	Acetyl_CoA_cyt	0	nan	mM	Rattus sp.	nan	C00024	nan
concentration	nan	Acetyl_CoA_cyt	0	nan	mM	Rattus sp.	nan	C00024	nan
concentration	nan	Acetyl_CoA_cyt	0	nan	mM	Rattus sp.	nan	C00024	nan
concentration	nan	Acetyl_CoA_cyt	15.8	14.2	mM	nan	nan	C00024	nan
standard chemical potential	nan	Acetyl_CoA_cyt	-58.4	nan	kJ/mol	nan	nan	C00024	Alberty
concentration	nan	Fum	0	nan	mM	Dictyostelium discoideum	nan	C00122	nan
concentration	nan	Fum	0.1	nan	mM	Rattus sp.	nan	C00122	nan
concentration	nan	Fum	0.1	nan	mM	Rattus sp.	nan	C00122	nan
concentration	nan	Fum	111	99.9	mM	nan	nan	C00122	nan
standard chemical potential	nan	Fum	-523.4	nan	kJ/mol	nan	nan	C00122	Alberty
standard chemical potential	nan	Mal	-682.9	nan	kJ/mol	nan	nan	C00149	Alberty
concentration	nan	AMP	0.2	nan	mM	Escherichia coli	nan	C00020	nan
concentration	nan	AMP	0.1	nan	mM	Homo sapiens	nan	C00020	nan
concentration	nan	AMP	0	nan	mM	Vigna radiata var. radiata	nan	C00020	nan
concentration	nan	AMP	0.1	nan	mM	Rattus sp.	nan	C00020	nan
concentration	nan	AMP	0.1	nan	mM	Oryctolagus cuniculus	nan	C00020	nan
concentration	nan	AMP	193	174	mM	nan	nan	C00020	nan
concentration	nan	AMP	0.2	0.1	mM	Saccharomyces cerevisiae	nan	C00020	nan
standard chemical potential	nan	AMP	-555.8	nan	kJ/mol	nan	nan	C00020	Alberty
concentration	nan	Pi	22	nan	mM	Saccharomyces cerevisiae	nan	C00009	nan
concentration	nan	Pi	5.5	nan	mM	Rattus sp.	nan	C00009	nan
concentration	nan	Pi	4.3	nan	mM	Rattus sp.	nan	C00009	nan
concentration	nan	Pi	0.1	nan	mM	Oryctolagus cuniculus	nan	C00009	nan
concentration	nan	Pi	79.2	71.3	mM	nan	nan	C00009	nan
concentration	nan	Pi	16.5	13.5	mM	Dictyostelium discoideum	nan	C00009	nan
concentration	nan	Pi	5.3	0.4	mM	Rattus sp.	nan	C00009	nan
standard chemical potential	nan	Pi	-1059.3	nan	kJ/mol	nan	nan	C00009	Alberty
concentration	nan	Cit_cyt	0.7	nan	mM	Saccharomyces cerevisiae	nan	C00158	nan
concentration	nan	Cit_cyt	13	nan	mM	Escherichia coli	nan	C00158	nan
concentration	nan	Cit_cyt	0.1	nan	mM	Dictyostelium discoideum	nan	C00158	nan
concentration	nan	Cit_cyt	0.4	nan	mM	Rattus sp.	nan	C00158	nan
concentration	nan	Cit_cyt	0.1	nan	mM	Oryctolagus cuniculus	nan	C00158	nan
concentration	nan	Cit_cyt	138	125	mM	nan	nan	C00158	nan
concentration	nan	Cit_cyt	0.2	0.2	mM	Rattus sp.	nan	C00158	nan
standard chemical potential	nan	Cit_cyt	-965.8	nan	kJ/mol	nan	nan	C00158	Alberty
concentration	nan	NADP_p	0	nan	mM	Dictyostelium discoideum	nan	C00006	nan
concentration	nan	NADP_p	0.1	nan	mM	Rattus sp.	nan	C00006	nan
concentration	nan	NADP_p	0	nan	mM	Rattus sp.	nan	C00006	nan
concentration	nan	NADP_p	0	nan	mM	Oryctolagus cuniculus	nan	C00006	nan
concentration	nan	NADP_p	0.1	0.1	mM	Saccharomyces cerevisiae	nan	C00006	nan
standard chemical potential	nan	NADP_p	174.9	nan	kJ/mol	nan	nan	C00006	Alberty
concentration	nan	NADPH	0	nan	mM	Dictyostelium discoideum	nan	C00005	nan
concentration	nan	NADPH	0.4	nan	mM	Rattus sp.	nan	C00005	nan
concentration	nan	NADPH	0.1	nan	mM	Rattus sp.	nan	C00005	nan
concentration	nan	NADPH	82.1	73.9	mM	nan	nan	C00005	nan
concentration	nan	NADPH	0.1	0.1	mM	Saccharomyces cerevisiae	nan	C00005	nan
standard chemical potential	nan	NADPH	236.1	nan	kJ/mol	nan	nan	C00005	Alberty
concentration	nan	NADH_cyt	341	307	mM	nan	nan	C00004	nan
standard chemical potential	nan	NADH_cyt	1117.5	nan	kJ/mol	nan	nan	C00004	Alberty
concentration	nan	NAD	0	nan	mM	Dictyostelium discoideum	nan	C00003	nan
concentration	nan	NAD	1.1	nan	mM	Rattus sp.	nan	C00003	nan
concentration	nan	NAD	0.3	nan	mM	Rattus sp.	nan	C00003	nan
concentration	nan	NAD	0.4	nan	mM	Rattus sp.	nan	C00003	nan
concentration	nan	NAD	1.3	0.3	mM	Saccharomyces cerevisiae	nan	C00003	nan
concentration	nan	NAD	1.7	0.4	mM	Escherichia coli	nan	C00003	nan
standard chemical potential	nan	NAD	1056.3	nan	kJ/mol	nan	nan	C00003	Alberty
standard chemical potential	nan	H2O	-155.9	nan	kJ/mol	nan	nan	C00001	Alberty
concentration	nan	OG_cyt	0.5	nan	mM	Escherichia coli	nan	C00026	nan
concentration	nan	OG_cyt	0	nan	mM	Dictyostelium discoideum	nan	C00026	nan
concentration	nan	OG_cyt	0.2	nan	mM	Rattus sp.	nan	C00026	nan
concentration	nan	OG_cyt	0.1	nan	mM	Rattus sp.	nan	C00026	nan
concentration	nan	OG_cyt	91	81.9	mM	nan	nan	C00026	nan
concentration	nan	OG_cyt	2.6	2.4	mM	Saccharomyces cerevisiae	nan	C00026	nan
concentration	nan	OG_cyt	0.1	0	mM	Rattus sp.	nan	C00026	nan
standard chemical potential	nan	OG_cyt	-633.6	nan	kJ/mol	nan	nan	C00026	Alberty
concentration	nan	OXA	0	nan	mM	Dictyostelium discoideum	nan	C00036	nan
concentration	nan	OXA	0	nan	mM	Rattus sp.	nan	C00036	nan
concentration	nan	OXA	0	nan	mM	Rattus sp.	nan	C00036	nan
concentration	nan	OXA	88.6	79.7	mM	nan	nan	C00036	nan
standard chemical potential	nan	OXA	-714.8	nan	kJ/mol	nan	nan	C00036	Alberty
standard chemical potential	nan	Q	3658.8	nan	kJ/mol	nan	nan	C00399	Alberty
standard chemical potential	nan	QH2	3650.2	nan	kJ/mol	nan	nan	C00390	Alberty
standard chemical potential	nan	FADH2	1299.9	nan	kJ/mol	nan	nan	C01352	Alberty
concentration	nan	IsoCitcyt	0	nan	mM	Rattus sp.	nan	C00311	nan
concentration	nan	IsoCitcyt	0	nan	mM	Rattus sp.	nan	C00311	nan
concentration	nan	IsoCitcyt	138	124	mM	nan	nan	C00311	nan
standard chemical potential	nan	IsoCitcyt	-959.2	nan	kJ/mol	nan	nan	C00311	Alberty
standard chemical potential	nan	SCoA	-347.8	nan	kJ/mol	nan	nan	C00091	Alberty
concentration	nan	G3P	0.2	nan	mM	Escherichia coli	nan	C00093	nan
concentration	nan	G3P	0.2	nan	mM	Rattus sp.	nan	C00093	nan
concentration	nan	G3P	0.1	nan	mM	Rattus sp.	nan	C00093	nan
concentration	nan	G3P	50.3	45.2	mM	nan	nan	C00093	nan
concentration	nan	G3P	0.6	0.4	mM	Rattus sp.	nan	C00093	nan
standard chemical potential	nan	G3P	-1077.5	nan	kJ/mol	nan	nan	C00093	Alberty
concentration	nan	DPG	9.6	8.7	mM	nan	nan	C00236	nan
standard chemical potential	nan	DPG	-2206.4	nan	kJ/mol	nan	nan	C00236	Alberty
concentration	nan	CoA_cyt	0	nan	mM	Rattus sp.	nan	C00010	nan
concentration	nan	CoA_cyt	19	17.1	mM	nan	nan	C00010	nan
concentration	nan	CoA_cyt	0.2	0	mM	Rattus sp.	nan	C00010	nan
concentration	nan	CoA_cyt	0.1	0	mM	Rattus sp.	nan	C00010	nan
standard chemical potential	nan	CoA_cyt	-7.4	nan	kJ/mol	nan	nan	C00010	Alberty
concentration	nan	CO2	69.6	62.6	mM	nan	nan	C00011	nan
standard chemical potential	nan	CO2	-394.4	nan	kJ/mol	nan	nan	C00011	Alberty
standard chemical potential	nan	CO2	-547.1	nan	kJ/mol	nan	nan	C00011	Alberty
concentration	nan	GDP	146	132	mM	nan	nan	C00035	nan
concentration	nan	DHAP	0.3	nan	mM	Saccharomyces cerevisiae	nan	C00111	nan
concentration	nan	DHAP	0.2	nan	mM	Escherichia coli	nan	C00111	nan
concentration	nan	DHAP	0.1	nan	mM	Dictyostelium discoideum	nan	C00111	nan
concentration	nan	DHAP	0	nan	mM	Homo sapiens	nan	C00111	nan
concentration	nan	DHAP	0	nan	mM	Vigna radiata var. radiata	nan	C00111	nan
concentration	nan	DHAP	0	nan	mM	Rattus sp.	nan	C00111	nan
concentration	nan	DHAP	0	nan	mM	Oryctolagus cuniculus	nan	C00111	nan
concentration	nan	DHAP	32.8	29.5	mM	nan	nan	C00111	nan
concentration	nan	DHAP	0	0	mM	Rattus sp.	nan	C00111	nan
concentration	nan	DHAP	0	0	mM	Rattus sp.	nan	C00111	nan
standard chemical potential	nan	DHAP	-1095.8	nan	kJ/mol	nan	nan	C00111	Alberty
standard chemical potential	nan	FAD	1257.5	nan	kJ/mol	nan	nan	C00016	Alberty
concentration	nan	FBP	1.9	nan	mM	Escherichia coli	nan	C00354	nan
concentration	nan	FBP	0.1	nan	mM	Dictyostelium discoideum	nan	C00354	nan
concentration	nan	FBP	0	nan	mM	Rattus sp.	nan	C00354	nan
concentration	nan	FBP	0	nan	mM	Homo sapiens	nan	C00354	nan
concentration	nan	FBP	0	nan	mM	Vigna radiata var. radiata	nan	C00354	nan
concentration	nan	FBP	0	nan	mM	Rattus sp.	nan	C00354	nan
concentration	nan	FBP	0	nan	mM	Oryctolagus cuniculus	nan	C00354	nan
concentration	nan	FBP	19.7	17.8	mM	nan	nan	C00354	nan
concentration	nan	FBP	3.1	1.4	mM	Saccharomyces cerevisiae	nan	C00354	nan
concentration	nan	FBP	0	0	mM	Rattus sp.	nan	C00354	nan
standard chemical potential	nan	FBP	-2206.1	nan	kJ/mol	nan	nan	C00354	Alberty
standard chemical potential	nan	GAP	-1088.2	nan	kJ/mol	nan	nan	C00118	Alberty
concentration	nan	PEP	0.1	nan	mM	Rattus sp.	nan	C00074	nan
concentration	nan	PEP	0	nan	mM	Rattus sp.	nan	C00074	nan
concentration	nan	PEP	0	nan	mM	Homo sapiens	nan	C00074	nan
concentration	nan	PEP	0	nan	mM	Rattus sp.	nan	C00074	nan
concentration	nan	PEP	0	nan	mM	Oryctolagus cuniculus	nan	C00074	nan
concentration	nan	PEP	32.8	29.5	mM	nan	nan	C00074	nan
concentration	nan	PEP	0.2	0.1	mM	Escherichia coli	nan	C00074	nan
standard chemical potential	nan	PEP	-1189	nan	kJ/mol	nan	nan	C00074	Alberty
concentration	nan	LAC	2.3	nan	mM	Rattus sp.	nan	C00186	nan
concentration	nan	LAC	4.8	nan	mM	Rattus sp.	nan	C00186	nan
concentration	nan	LAC	3.8	nan	mM	Oryctolagus cuniculus	nan	C00186	nan
concentration	nan	LAC	4.7	2	mM	Rattus sp.	nan	C00186	nan
standard chemical potential	nan	LAC	-314.2	nan	kJ/mol	nan	nan	C00186	Alberty
concentration	nan	F6P	0.7	nan	mM	Saccharomyces cerevisiae	nan	C00085	nan
concentration	nan	F6P	0.1	nan	mM	Dictyostelium discoideum	nan	C00085	nan
concentration	nan	F6P	0.4	nan	mM	Rattus sp.	nan	C00085	nan
concentration	nan	F6P	0	nan	mM	Homo sapiens	nan	C00085	nan
concentration	nan	F6P	0	nan	mM	Vigna radiata var. radiata	nan	C00085	nan
concentration	nan	F6P	0	nan	mM	Rattus sp.	nan	C00085	nan
concentration	nan	F6P	0	nan	mM	Oryctolagus cuniculus	nan	C00085	nan
concentration	nan	F6P	82.1	73.9	mM	nan	nan	C00085	nan
concentration	nan	F6P	0.1	0	mM	Rattus sp.	nan	C00085	nan
standard chemical potential	nan	F6P	-1316.6	nan	kJ/mol	nan	nan	C00085	Alberty
concentration	nan	GLC	341	307	mM	nan	nan	C00267	nan
standard chemical potential	nan	GLC	-428.1	nan	kJ/mol	nan	nan	C00267	Alberty
concentration	nan	Suc	1.7	nan	mM	Dictyostelium discoideum	nan	C00042	nan
concentration	nan	Suc	1.1	nan	mM	Rattus sp.	nan	C00042	nan
concentration	nan	Suc	0.5	nan	mM	Rattus sp.	nan	C00042	nan
concentration	nan	Suc	112	101	mM	nan	nan	C00042	nan
standard chemical potential	nan	Suc	-530.7	nan	kJ/mol	nan	nan	C00042	Alberty
concentration	nan	Ala	1	nan	mM	Dictyostelium discoideum	nan	C00041	nan
concentration	nan	Ala	323	291	mM	nan	nan	C00041	nan
concentration	nan	Ala	16	9	mM	Saccharomyces cerevisiae	nan	C00041	nan
concentration	nan	Ala	1.5	0.2	mM	Rattus sp.	nan	C00041	nan
concentration	nan	Ala	1.7	0.7	mM	Rattus sp.	nan	C00041	nan
standard chemical potential	nan	Ala	-86.4	nan	kJ/mol	nan	nan	C00041	Alberty
concentration	nan	GTP	0.7	nan	mM	Escherichia coli	nan	C00044	nan
concentration	nan	GTP	0.2	nan	mM	Oryctolagus cuniculus	nan	C00044	nan
concentration	nan	GTP	140	126	mM	nan	nan	C00044	nan
concentration	nan	Pyr	1.6	nan	mM	Saccharomyces cerevisiae	nan	C00022	nan
concentration	nan	Pyr	0.4	nan	mM	Escherichia coli	nan	C00022	nan
concentration	nan	Pyr	0.1	nan	mM	Dictyostelium discoideum	nan	C00022	nan
concentration	nan	Pyr	0.2	nan	mM	Rattus sp.	nan	C00022	nan
concentration	nan	Pyr	0.1	nan	mM	Rattus sp.	nan	C00022	nan
concentration	nan	Pyr	0.1	nan	mM	Oryctolagus cuniculus	nan	C00022	nan
concentration	nan	Pyr	88.9	80	mM	nan	nan	C00022	nan
concentration	nan	Pyr	0.1	0.1	mM	Rattus sp.	nan	C00022	nan
standard chemical potential	nan	Pyr	-351	nan	kJ/mol	nan	nan	C00022	Alberty
concentration	nan	Asp_cyt	322	289	mM	nan	nan	C00049	nan
standard chemical potential	nan	Asp_cyt	-452.7	nan	kJ/mol	nan	nan	C00049	Alberty
